author,quote
Robert Ingersoll,"At present, a good many men engaged in scientific pursuits and those who have signally failed in gaining recognition among their fellows, are endeavoring to make reputations among the churches by delivering weak and vapid lectures upon the 'harmony o"
Robert Ingersoll,The more liberty you give away the more you will have.
Robert Ingersoll,"Every man is dishonest who lives upon the labor of others, no matter if he occupies a throne"
Robert Ingersoll,Kindness is the sunshine in which virtue grows.
Robert Ingersoll,"Every pulpit is a pillory, in which stands a hired culprit, defending the justice of his own imprisonment"
Robert Ingersoll,"He (Thomas Paine) saw oppression on every hand; injustice everywhere; hypocrisy at the altar; venality on the bench, tyranny on the throne; and with a splendid courage he espoused the cause of the weak against the strong"
Robert Ingersoll,I suppose it can be truthfully said that Hope is the only universal liar who never loses his reputation for veracity
Robert Ingersoll,"If we admit that some infinite being has controlled the destinies of persons and peoples, history becomes a most cruel and bloody farce"
Robert Ingersoll,The history of intellectual progress is written in the lives of infidels
Robert Ingersoll,"I would rather live with the woman I love in a  world full of trouble, than to live in heaven with nobody but men"
Robert Ingersoll,My creed is that; Happiness is the only good. The place to be happy is here. The time to be happy is now. The way to be happy is to make others so.
Robert Ingersoll,Happiness is not a reward / it is a consequence. Suffering is not a punishment / it is a result.
Robert Ingersoll,"There is something wrong in a government where they who do the most have the least. There is something wrong when honesty wears a rag, and rascality a robe; when the loving, the tender, eat a crust, while the infamous sit at banquets."
Robert Ingersoll,"But if the witnesses are inspired of God then there is no reason for their disagreeing on anything, and if they do disagree it is a demonstration that they were not inspired"
Robert Ingersoll,Calvin was as near like the God of the Old Testament as his health permitted
Robert Ingersoll,To hate man and worship god seems to be the sum of all the creeds
Robert Ingersoll,A crime against god is a demonstrated impossibility
Robert Ingersoll,Those who have loved God most have loved men least
Robert Ingersoll,To argue with a man who has renounced his reason is like giving medicine to the dead
Robert Ingersoll,There is the same difference between talent and genius that there is between a stone mason and a sculptor
Robert Ingersoll,"In the republic of mediocrity, genius is dangerous"
Robert Ingersoll,"The present is the necessary product of all the past, the necessary cause of all the future"
Robert Ingersoll,"Few nations have been so poor as to have but one god. Gods were made so easily, and the raw material cost so little, that generally the god market was fairly glutted and heaven crammed with these phantoms."
Robert Ingersoll,Justice should remove the bandage from her eyes long enough to distinguish between the vicious and the unfortunate.
Robert Ingersoll,"What light is to the eyes - what air is to the lungs - what love is to the heart, liberty is to the soul of man."
Robert Ingersoll,"The superior man is the providence of the inferior. He is eyes for the blind, strength for the weak, and a shield for the defenseless. He stands erect by bending above the fallen. He rises by lifting others."
Robert Ingersoll,"Reason, observation, and experience; the holy trinity of science."
Robert Ingersoll,"I combat those only who, knowing nothing of the future, prophesy an eternity of pain- those who sow the seeds of fear in the hearts of men- those only who poison all the springs of life, and seat a skeleton at every feast"
