author,quote,no_stopwords,lemmatized,stemmed
Bible Bible,Who ever mocks the poor insults his maker; and he that is glad at calamities shall not go unpunished.,ever mocks poor insults maker glad calamities shall go unpunished,ever mock poor insult maker glad calamity shall go unpunished,ever mock poor insult maker glad calam shall go unpunish
Bible Bible,"Whoever shuts his ears at the cry of the poor, they also shall cry themselves, but not be heard.",Whoever shuts ears cry poor also shall cry heard,Whoever shut ear cry poor also shall cry hear,whoever shut ear cri poor also shall cri hear
Bible Bible,He that loveth pleasure shall be a poor man.,loveth pleasure shall poor man,loveth pleasure shall poor man,loveth pleasur shall poor man
Bible Bible,But she that liveth in pleasure is dead while she liveth.,liveth pleasure dead liveth,liveth pleasure dead liveth,liveth pleasur dead liveth
Bible Bible,"Above when he said, Sacrifice and offering and burnt offerings and offering for sin thou wouldest not, neither hadst pleasure therein; which are offered by the law; / Then said he, Lo, I come to do thy will, O God. He taketh away the first, that he may establish the second.",said Sacrifice offering burnt offerings offering sin thou wouldest neither hadst pleasure therein offered law said Lo come God taketh away first may establish second,say Sacrifice offer burn offer offer sin thou wouldest neither hadst pleasure therein offer law say Lo come God taketh away first may establish second,say sacrific offer burn offer offer sin thou wouldest neither hadst pleasur therein offer law say lo come god taketh away first may establish second
Bible Bible,"Praying always with all prayer and supplication in the Spirit, and watching thereunto with all perseverance and supplication for all saints. (Ephesians 6:18)",Praying always prayer supplication Spirit watching thereunto perseverance supplication saints Ephesians 6 18,Praying always prayer supplication Spirit watch thereunto perseverance supplication saint Ephesians 6 18,pray alway prayer supplic spirit watch thereunto persever supplic saint ephesian 6 18
Bible Bible,"For you have need of endurance, so that when you have done the will of God, you may receive what was promised. [Hebrews 10:36]",need endurance done God may receive promised Hebrews 10 36,need endurance do God may receive promise Hebrews 10 36,need endur do god may receiv promis hebrew 10 36
Bible Bible,"Perseverance must finish its work so that you may be mature and complete, not lacking anything.",Perseverance must finish work may mature complete lacking anything,Perseverance must finish work may mature complete lack anything,persever must finish work may matur complet lack anyth
Bible Bible,"Then Nebuzaradan the captain of the guard carried away captive into Babylon the remnant of the people that remained in the city, and those that fell away, that fell to him, with the rest of the people that remained.",Nebuzaradan captain guard carried away captive Babylon remnant people remained city fell away fell rest people remained,Nebuzaradan captain guard carry away captive Babylon remnant people remain city fell away fell rest people remain,nebuzaradan captain guard carri away captiv babylon remnant peopl remain citi fell away fell rest peopl remain
Bible Bible,"And they have cast lots for my people; and have given a boy for an harlot, and sold a girl for wine, that they might drink.",cast lots people given boy harlot sold girl wine might drink,cast lot people give boy harlot sell girl wine might drink,cast lot peopl give boy harlot sell girl wine might drink
Bible Bible,"And the remnant of Jacob shall be among the Gentiles in the midst of many people as a lion among the beasts of the forest, as a young lion among the flocks of sheep: who, if he go through, both treadeth down, and teareth in pieces, and none can deliver.",remnant Jacob shall among Gentiles midst many people lion among beasts forest young lion among flocks sheep go treadeth teareth pieces none deliver,remnant Jacob shall among Gentiles midst many people lion among beast forest young lion among flock sheep go treadeth teareth piece none deliver,remnant jacob shall among gentil midst mani peopl lion among beast forest young lion among flock sheep go treadeth teareth piec none deliv
Bible Bible,"And I sent messengers out of the wilderness of Kedemoth unto Sihon king of Heshbon with words of peace, saying, / Let me pass through thy land: I will go along by the high way, I will neither turn unto the right hand nor to the left.",sent messengers wilderness Kedemoth Sihon king Heshbon words peace saying Let pass land go along high way neither turn right hand left,send messenger wilderness Kedemoth Sihon king Heshbon word peace say Let pas land go along high way neither turn right hand leave,send messeng wilder kedemoth sihon king heshbon word peac say let pas land go along high way neither turn right hand leav
Bible Bible,"And they rose up early on the morrow, and offered burnt offerings, and brought peace offerings; and the people sat down to eat and to drink, and rose up to play.",rose early morrow offered burnt offerings brought peace offerings people sat eat drink rose play,rise early morrow offer burn offer bring peace offer people sit eat drink rise play,rise earli morrow offer burn offer bring peac offer peopl sit eat drink rise play
Bible Bible,"And if the house be worthy, let your peace come upon it: but if it be not worthy, let your peace return to you.",house worthy let peace come upon worthy let peace return,house worthy let peace come upon worthy let peace return,hous worthi let peac come upon worthi let peac return
Bible Bible,"For Zion's sake will I not hold my peace, and for Jerusalem's sake I will not rest, until the righteousness thereof go forth as brightness, and the salvation thereof as a lamp that burneth.",Zion sake hold peace Jerusalem sake rest righteousness thereof go forth brightness salvation thereof lamp burneth,Zion sake hold peace Jerusalem sake rest righteousness thereof go forth brightness salvation thereof lamp burneth,zion sake hold peac jerusalem sake rest righteous thereof go forth bright salvat thereof lamp burneth
Bible Bible,"But he was wounded for our transgressions, he was bruised for our iniquities: the chastisement of our peace was upon him; and with his stripes we are healed.",wounded transgressions bruised iniquities chastisement peace upon stripes healed,wound transgression bruise iniquity chastisement peace upon strip heal,wound transgress bruis iniqu chastis peac upon strip heal
